SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5740.2,5840,5663.5,5769,5750.85,5750.2,2161,6028,34724511,
500003,"AEGIS LOGISTICS LTD.",A,STK,692.75,699.55,683.5,687.25,687.25,699.85,533,6835,4714082,
500008,"Amara Raja Energy & Mobility L",A,STK,892.55,893.35,868.4,876.4,875,885.4,2389,38161,33534408,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,26.5,26.87,25.25,25.46,25.46,26.26,322,83987,2176444,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,46,46.8,44.1,44.75,44.75,46.93,778,109723,4946902,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,2.99,2.99,2.99,2.99,2.99,2.94,7,2540,7594,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.98,4.98,4.64,4.86,4.87,4.8,43,2963,14250,
500016,"ARUNA HOTELS LTD.",X,STK,8,8.47,7.72,8.18,8,7.72,41,7391,60610,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,126.95,126.95,120.95,121.35,121.1,126.55,699,80167,9820623,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,314.25,324.9,301,302.55,301,314.2,159,2620,837323,
500027,"ATUL LTD.",A,STK,6265,6369.25,6230,6276.9,6269,6327,280,1049,6599551,
500028,"ATV PROJECTS INDIA LTD.",X,STK,35.6,36.99,34.5,35.45,35.4,36.1,168,18530,658924,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,408.05,422.1,408.05,415.75,413.5,415.15,250,4997,2079225,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,16.57,16.74,16.24,16.3,16.3,16.6,671,224673,3677210,
500033,"FORCE MOTORS LTD.",A,STK,20699.55,22171.25,20530,21074.5,21074.5,20062.85,6946,27008,575609040,
500034,"BAJAJ FINANCE LIMITED",A,STK,965,968.4,953,964.7,964.7,963.6,10458,287356,276826833,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,440,447.45,436.55,446.3,447.45,441.75,359,6470,2847478,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,613.3,644.1,613.3,636.35,636.35,644.35,816,12213,7788922,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1200.75,1313.85,1200.75,1304.9,1304.9,1220.2,2147,30612,39212943,
500042,"BASF INDIA LTD.",A,STK,3756.95,3799,3727,3747.1,3741.55,3756.9,303,1100,4128866,
500043,"BATA INDIA LTD.",A,STK,860.7,862.5,851,851.65,852.15,860.7,552,5880,5028152,
500048,"BEML LTD.",A,STK,1765.1,1765.1,1719.7,1748.25,1743,1765.1,1285,14027,24393079,
500049,"BHARAT ELECTRONICS LTD.",A,STK,440.45,440.45,428.1,432.85,432.85,439.1,18953,504075,217969331,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,85.99,86.7,84.95,86.44,86.44,85.8,518,30037,2586376,
500058,"BIHAR SPONGE IRON LTD.",X,STK,11.7,12,11.47,11.78,11.78,11.53,107,29125,341707,
500059,"BIL VYAPAR LIMITED",T,STK,7.35,7.61,7,7.38,7.38,7.27,13,1700,12267,
500060,"Birla Cable Limited",B,STK,135.9,137.25,132.3,136,136.9,136,52,3910,529636,
500067,"BLUE STAR LTD.",A,STK,1884.8,1888,1842,1856.15,1860.55,1880.05,1735,85591,159300000,
500068,"DISA INDIA LTD.",B,STK,12449.95,12695,12206.05,12367.55,12599,12428.45,32,71,885175,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,258.95,265.8,258.95,265.25,262,259.4,31,1589,415613,
500074,"BPL LTD.",B,STK,59.22,60,57.1,58.54,57.1,58.78,492,5636,333664,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,288.95,297.1,285.85,291.1,292.5,289.8,98,358,104902,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,22.07,22.07,21.04,21.3,21.3,21.68,32,5957,128003,
500084,"CESC LTD.",A,STK,152.95,154.95,151.05,154.35,153.8,152.95,3709,129669,19863744,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,437.35,437.7,423.5,427.7,427.7,438.05,1668,48476,20773592,
500086,"EXIDE INDUSTRIES LTD.",A,STK,343,343.55,335.15,336.75,336.75,341.6,3571,106262,35950608,
500087,"CIPLA LTD.",A,STK,1335.55,1335.9,1320.75,1332.7,1332.8,1325.55,1662,26325,35028402,
500089,"DIC INDIA LTD.",B,STK,550,560.35,525.3,557.35,555.65,560.9,71,835,466233,
500092,"CRISIL LTD.",A,STK,4609.05,4725.5,4609.05,4646.85,4620,4687.4,320,963,4491885,
500093,"CG Power and Industrial Soluti",A,STK,669.25,672.35,656.4,667.5,667.5,669.95,6560,138620,92011903,
500096,"DABUR INDIA LTD.",A,STK,500.05,507.35,500,504.2,503.6,500.75,626,22471,11343187,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,294.65,300.6,287.45,291.25,289.5,294.65,114,1795,525319,
500101,"ARVIND LTD.",A,STK,370.95,379,367,372.45,373.75,372.05,1160,55962,20914156,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,272.55,273.5,267.75,268.8,268.8,272.55,3015,194660,52559049,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,464.65,473.5,455.1,458.75,458.75,459.1,6490,286646,133152385,
500106,"IFCI LTD.",A,STK,58,61.25,57.78,60.09,60.09,57.9,15825,6336047,380879442,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",B,STK,32.1,32.4,31.51,31.78,31.78,32.35,278,34812,1109954,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,183.7,188.7,181.55,182.55,182.55,183,6956,804711,149286766,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,887.5,917.95,882.05,893.25,893.25,881.3,4050,93996,84704326,
500112,"STATE BANK OF INDIA",A,STK,1068.1,1081.3,1067.4,1073.4,1073.4,1068.1,36073,1205425,1295530841,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,156.75,159.5,152.15,157.9,157.9,157.2,7972,1752353,273772292,
500114,"TITAN COMPANY LIMITED",A,STK,4144.95,4149,4064.85,4098.15,4101.65,4136.55,11343,30802,125987585,
500116,"IDBI BANK LTD.",A,STK,109.66,113.42,101.01,102.95,102.95,109.25,20133,4430661,476526908,
500117,"DCW LTD.",B,STK,49.51,49.8,47.8,48.5,48.58,49.76,275,49947,2426311,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,122.95,124.5,119.8,120.3,120.5,122.8,210,6182,753868,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,245.1,252.85,241,251.75,251.65,247.6,17,320,78252,
500123,"ELANTAS BECK INDIA LTD.",B,STK,8340.1,8500,8213.05,8351.2,8425,8340.05,585,768,6395274,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1240.35,1253.75,1237.15,1245.15,1245.15,1240.15,1700,17272,21528250,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,907.5,915.85,885,890.15,890.15,912.55,654,7682,6887014,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5230,5288.75,5192.25,5258.9,5266.55,5246.95,167,652,3400238,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,74,75.32,72.89,73.96,74.04,73.78,462,60566,4489556,
500133,"ESAB INDIA LTD.",A,STK,5798.95,5798.95,5680,5766.05,5700,5757.05,33,49,281095,
500135,"EPL LIMITED",A,STK,207.85,216,207.85,212.1,211.5,209.25,826,32386,6895238,
500136,"ESTER INDUSTRIES LTD.",B,STK,100.49,100.49,97.92,100.2,100.2,99.29,104,2967,296060,
500142,"FGP LTD.",X,STK,8.78,9.49,8.3,8.9,8.92,8.78,33,4505,40274,
500143,"PH CAPITAL LTD.",XT,STK,594.45,594.45,571.15,594,594,582.8,56,5539,3193589,
500144,"FINOLEX CABLES LTD.",A,STK,743.6,755,737.2,745.35,747.9,744.75,509,5189,3864261,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,5000.65,5002.15,4878.05,4910.7,4886,5000.65,298,1854,9118789,
500148,"UFLEX LTD.",B,STK,488.85,490.55,480.7,484,484,490.35,34,167,80651,
500150,"FOSECO INDIA LTD.",B,STK,4542.5,4542.5,4484.7,4484.7,4484.7,4542.4,2,2,9027,
500151,"GOLDEN TOBACCO LTD.",Z,STK,30.5,30.5,29.05,29.67,30.44,30.48,11,248,7370,
500153,"GANESH BENZOPLAST LTD.",B,STK,75.52,75.52,72.26,75.24,75.25,75.4,153,6255,466353,
500159,"METROGLOBAL LIMITED",X,STK,121,124,118.05,121.8,121.8,120.3,14,135,16445,
500160,"GTL LTD.",B,STK,8.03,8.03,7.5,7.54,7.56,8.02,258,59383,455025,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,2044.1,2044.15,1970.55,1982.05,1984.3,2042.75,953,9434,18829272,
500164,"GODREJ INDUSTRIES LTD.",A,STK,1005.5,1025,990.4,998.7,1000,1010.95,276,1511,1518521,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,221.65,222.15,217.8,218.5,218.5,222.2,1164,36929,8086875,
500166,"GOODRICKE GROUP LTD.",X,STK,159,159,155.05,157.25,157.55,157.65,46,2187,343467,
500168,"GOODYEAR INDIA LTD.",B,STK,782,798,782,793.05,793.05,782,538,5382,4255429,
500170,"GTN INDUSTRIES LTD.",X,STK,21.7,21.7,21.7,21.7,21.7,21.75,2,4,86,
500171,"GHCL LTD.",A,STK,520.75,524.7,500.55,509.75,510.95,521.05,470,4996,2538653,
500173,"GFL LIMITED",B,STK,47.98,48.49,47.25,47.65,47.25,48.29,153,5110,244236,
500174,"GUJARAT LEASE FINANCING LTD.",T,STK,6.52,6.52,6.52,6.52,6.52,6.86,2,1001,6526,
500179,"HCL INFOSYSTEMS LTD.",B,STK,12.7,13.09,12.7,12.78,12.78,12.94,153,14011,180671,
500180,"HDFC BANK LTD.",A,STK,953.5,955.95,947,949.5,949.5,953.45,27914,4034302,3833340371,
500182,"HERO MOTOCORP LTD.",A,STK,5898.95,5898.95,5743,5768.8,5768.8,5857.4,3834,16268,94312445,
500183,"HFCL LIMITED",A,STK,68.53,72.74,67.67,71.04,71.04,68.87,6450,2199147,155813268,
500184,"Himadri Speciality Chemical Lt",A,STK,459.35,465.1,451.5,455.65,454.15,459.35,1866,75172,34411213,
500185,"HINDUSTAN CONSTRUCTION CO.LTD.",A,STK,19.79,19.91,19.22,19.28,19.28,19.84,1189,919016,17954930,
500186,"HINDUSTAN OIL EXPLORATION CO.L",B,STK,155.6,156.9,153.4,155.2,155.5,155.6,176,6779,1053020,
500187,"AGI GREENPAC LIMITED",A,STK,608.05,620.9,590.1,595.85,595,612.75,502,8022,4812235,
500188,"HINDUSTAN ZINC LTD.",A,STK,600.7,612.6,594.05,610.75,610.75,639.15,16204,750190,453793666,
500189,"NDL Ventures Limited",B,STK,82.01,95.2,82,91,91,97,12,480,43154,
500191,"HMT LTD.",Z,STK,43.95,44.79,43.26,43.3,43.3,44.14,30,1105,48536,
500192,"PRAG BOSIMI SYNTHETICS LTD.",X,STK,1.88,1.88,1.79,1.82,1.84,1.86,22,3725,6845,
500193,"HLV LIMITED",B,STK,8.53,8.53,8.28,8.43,8.45,8.44,115,26071,217648,
500199,"I G PETROCHEMICALS LTD.",B,STK,360,360,355.3,355.3,355.3,360.4,7,62,22153,
500201,"INDIA GLYCOLS LTD.",B,STK,904.2,910.85,886.55,892.25,892.65,904.2,274,2553,2293523,
500202,"INDIA LEASE DEVELOPMENT LTD.",X,STK,7.5,7.87,7.14,7.87,7.87,7.5,9,286,2194,
500206,"MARGO FINANCE LIMITED",X,STK,69.49,69.49,69.49,69.49,69.49,69.49,4,79,5489,
500207,"INDO RAMA SYNTHETICS (INDIA) L",B,STK,42.44,42.52,41.4,41.49,41.4,42.92,91,3088,129016,
500209,"INFOSYS LTD.",A,STK,1530,1551,1515.75,1519.8,1519.8,1535.9,51810,642619,982613301,
500210,"INGERSOLL-RAND (INDIA) LTD.",A,STK,3470,3504.1,3468.45,3497.5,3500,3490.15,66,199,693870,
500213,"INTERNATIONAL TRAVEL HOUSE LTD",X,STK,337.1,345,330,330.5,330.05,335.3,49,1471,500014,
500214,"ION EXCHANGE (INDIA) LTD.",A,STK,357.55,379,357.55,375.35,375.35,360.9,579,13362,4940974,
500215,"SUNDROP BRANDS LIMITED",B,STK,618.75,620,609.35,613.75,613.75,618.75,35,1448,887736,
500219,"JAIN IRRIGATION SYSTEMS LTD.",A,STK,38.15,38.15,36.45,36.75,36.75,37.77,565,89653,3311930,
500220,"JASCH INDUSTRIES LTD.",X,STK,161.2,164.5,159.5,160.05,160.05,161.2,12,943,151950,
