SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5184.1,5215.85,5149.8,5204.1,5200.9,5184.1,761,4502,23363550,
500003,"AEGIS LOGISTICS LTD.",A,STK,735,742.15,731.05,733.9,731.15,735.95,374,4341,3194809,
500008,"Amara Raja Energy & Mobility L",A,STK,926.55,937.5,924.2,932.05,932.05,927.55,3358,45224,42104163,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,28.4,33,27.6,31.64,31.64,27.91,928,343109,10554777,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,49.05,49.4,48.3,49.16,49.16,49.04,310,36856,1800804,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.56,3.64,3.56,3.58,3.58,3.6,13,6105,22169,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.75,5.02,4.75,4.79,4.76,4.92,93,36252,173421,
500016,"ARUNA HOTELS LTD.",X,STK,8.9,8.9,8.5,8.61,8.61,8.71,10,78,683,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,132.15,135.45,132.15,133.25,133.25,132.9,436,29381,3943293,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,320.25,328.8,313,320,318,324.7,117,5819,1866075,
500027,"ATUL LTD.",A,STK,5991,6103,5904,6087.85,6061,5990.9,777,2156,12981339,
500028,"ATV PROJECTS INDIA LTD.",X,STK,41.85,43.98,41.5,42.76,41.5,41.85,380,145355,6266759,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,481.05,490,481.05,484.75,484.1,485.2,158,1757,854540,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,19.05,19.05,18.71,18.86,18.86,18.76,590,167836,3167420,
500033,"FORCE MOTORS LTD.",A,STK,18538.9,18540,18141.95,18445.5,18457,18351.35,952,2420,44427450,
500034,"BAJAJ FINANCE LIMITED",A,STK,1013,1018,1006.05,1011.4,1011,1007.5,5413,194588,196910488,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,445.3,445.3,441.1,442.5,442,440.75,184,5463,2420134,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,721.95,721.95,700.3,701.7,702,707.95,630,9076,6385763,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1709.05,1750.9,1709.05,1721.5,1716.9,1746.4,807,4778,8281890,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,2915,3615,2915,3594.55,3594.55,3606,12,12,41598,
500042,"BASF INDIA LTD.",A,STK,3921.15,3956.3,3881.75,3916.3,3922,3935.5,247,1058,4145392,
500043,"BATA INDIA LTD.",A,STK,955,955,946,950.65,950,948.25,897,5992,5685109,
500048,"BEML LTD.",A,STK,1808.45,1875,1784.3,1837.5,1840,1797.45,3954,39452,72836209,
500049,"BHARAT ELECTRONICS LTD.",A,STK,399,402.45,396,399.35,399.35,398.9,10326,284163,113742787,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,86.78,90.45,86.78,89.57,90,86.24,489,49713,4416297,
