SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5770,5846.95,5726.75,5811.8,5811.8,5769,2537,6342,36704854,
500003,"AEGIS LOGISTICS LTD.",A,STK,683.85,697.9,683.85,690.15,690.15,687.25,402,7183,4954675,
500008,"Amara Raja Energy & Mobility L",A,STK,875.05,875.05,858,865.7,865.7,876.4,2371,34343,29637909,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,25.54,26.45,25.06,25.41,25.69,25.46,316,86146,2211890,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,44.64,45.29,44.21,44.73,44.73,44.75,241,28286,1262004,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.04,3.04,3.04,3.04,3.04,2.99,5,2455,7463,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.62,4.84,4.62,4.77,4.79,4.86,26,2553,11971,
500016,"ARUNA HOTELS LTD.",X,STK,8.08,8.08,8.03,8.04,8.04,8.18,11,1400,11299,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,120.65,120.65,117.65,119.75,119.75,121.35,501,39002,4643131,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,305.7,310.85,299,300.9,310.85,302.55,113,3331,1014207,
500027,"ATUL LTD.",A,STK,6110.35,6550,6110.35,6478.25,6407,6276.9,759,3536,22750173,
500028,"ATV PROJECTS INDIA LTD.",X,STK,36.4,36.4,34.5,34.61,34.61,35.45,123,8566,298749,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,415,415,406.9,411.5,412.6,415.75,168,3761,1542486,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,16.3,16.42,15.9,16.16,16.17,16.3,570,184274,2956112,
500033,"FORCE MOTORS LTD.",A,STK,20801.6,21555.55,20801.6,21418.85,21418.85,21074.5,1608,4694,100130177,
500034,"BAJAJ FINANCE LIMITED",A,STK,974,986.5,966.25,981.65,981.65,964.7,12347,633681,619767442,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,440.05,448.15,439.15,444.85,443,446.3,297,5808,2580168,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,625.5,635.95,617.8,626.55,626,636.35,738,12902,8060317,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1301,1381.8,1278.7,1352.35,1347,1304.9,2333,37460,50302610,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3650,3712,3541.05,3710.2,3710.2,3526.05,27,130,476268,
500042,"BASF INDIA LTD.",A,STK,3746.8,3746.8,3605.75,3650.2,3650.2,3747.1,507,3801,13855945,
500043,"BATA INDIA LTD.",A,STK,851.7,853.05,842.95,848.15,844.85,851.65,696,11495,9722181,
500048,"BEML LTD.",A,STK,1742.7,1761.95,1572.05,1615.5,1615.5,1748.25,8618,143989,233385951,
500049,"BHARAT ELECTRONICS LTD.",A,STK,433.05,433.2,425.7,429.55,429.55,432.85,6757,479989,205702175,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,86.39,86.51,85.16,85.59,85.59,86.44,256,13647,1172119,
500058,"BIHAR SPONGE IRON LTD.",X,STK,11.78,11.78,10.75,11.51,11.68,11.78,123,23405,262297,
500059,"BIL VYAPAR LIMITED",T,STK,7.02,7.29,7.02,7.28,7.29,7.38,7,1229,8656,
500060,"Birla Cable Limited",B,STK,148.9,148.9,133.95,133.95,133.95,136,68,368,49894,
500067,"BLUE STAR LTD.",A,STK,1856.6,1885.15,1834.1,1881.4,1875,1856.15,893,6209,11528215,
500068,"DISA INDIA LTD.",B,STK,12994.85,14498.9,12994.85,13549.05,13645,12367.55,519,1227,16670784,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,268.8,268.8,260,260.15,260.1,265.25,27,2318,604842,
500074,"BPL LTD.",B,STK,57.79,60,57.39,58.84,58.67,58.54,35,1108,64855,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,288.05,290.5,288,288,288,291.1,5,5,1444,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,21.08,21.68,21.01,21.33,21.24,21.3,34,9915,210631,
500084,"CESC LTD.",A,STK,154,155.7,150.75,154.05,154.05,154.35,2375,110885,16988184,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,427,438.9,423.5,428.2,429,427.7,2218,83124,36040891,
500086,"EXIDE INDUSTRIES LTD.",A,STK,336.75,336.8,329.3,332.65,332.65,336.75,1406,56498,18745302,
500087,"CIPLA LTD.",A,STK,1329.65,1333.55,1316.9,1330.8,1330.8,1332.7,2551,74654,99320285,
500089,"DIC INDIA LTD.",B,STK,568,568,552,562.15,560,557.35,76,3531,1983715,
