SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,4896,4932.55,4839.05,4861.55,4859.35,4867.15,891,6284,30548071,
500003,"AEGIS LOGISTICS LTD.",A,STK,701.55,705.45,688.4,691.3,689,706.65,816,8242,5714261,
500008,"Amara Raja Energy & Mobility L",A,STK,871.9,879.15,861.5,866.1,866.1,879.5,4143,38750,33761911,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,26.51,27.4,26,26.51,26.3,26.51,377,125516,3318202,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,47.01,48.39,46,46.56,46.56,47.77,524,45495,2127212,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.28,3.28,3.22,3.22,3.22,3.28,9,945,3045,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.75,5.08,4.75,4.78,4.82,4.82,70,9657,46332,
500016,"ARUNA HOTELS LTD.",X,STK,8.49,8.68,8.21,8.23,8.22,8.49,23,1263,10416,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,123.25,127.65,121.9,122.65,122.65,123.3,550,39766,4946322,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,313.2,319.55,313,314.35,313,320.4,69,3270,1030514,
500027,"ATUL LTD.",A,STK,5952.55,6004.2,5867.45,5929.6,5923.5,6004.6,240,799,4743986,
500028,"ATV PROJECTS INDIA LTD.",X,STK,39.05,40.05,37.01,37.29,37.29,39.71,226,22486,854148,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,430.8,430.8,420.6,422.5,420.6,434.4,252,4963,2112875,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,17.58,17.58,17.04,17.13,17.13,17.58,756,308817,5341037,
500033,"FORCE MOTORS LTD.",A,STK,20500.05,21500,20400,21302.2,21302.2,20580.35,3453,10832,228950912,
500034,"BAJAJ FINANCE LIMITED",A,STK,947.15,973,947.15,971.2,971.2,950.5,9105,277310,267972958,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,420,421.55,408.65,415.45,415.45,419.95,438,8513,3525791,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,628,628,610.5,612.1,612.1,630.15,1750,27618,17066557,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1503.55,1522,1471.1,1482.65,1482,1533.1,1386,11371,16991093,
500042,"BASF INDIA LTD.",A,STK,3581.55,3624.9,3581.55,3610.9,3624.9,3635.8,263,1153,4150573,
500043,"BATA INDIA LTD.",A,STK,902.6,902.65,890,894.7,893,902.55,611,5983,5346708,
500048,"BEML LTD.",A,STK,1771.05,1798,1762.55,1768.4,1768.4,1789.85,1662,13834,24559401,
500049,"BHARAT ELECTRONICS LTD.",A,STK,409.3,414.9,408.35,412.85,412.85,410.15,5984,374334,154525733,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,84.52,85.89,83.75,85.45,85.89,85.04,236,13159,1116250,
500058,"BIHAR SPONGE IRON LTD.",X,STK,10.9,11.49,10.7,10.95,10.99,11.12,157,22535,245575,
500059,"BIL VYAPAR LIMITED",T,STK,6.91,7.57,6.91,7.46,7.57,7.25,11,2342,16704,
500060,"Birla Cable Limited",B,STK,133.45,134.25,129.9,131.1,130.05,133.6,45,403,53046,
500067,"BLUE STAR LTD.",A,STK,1798.55,1818,1763.15,1767.75,1765,1804.65,988,28647,50942318,
500068,"DISA INDIA LTD.",B,STK,12089.45,12205,11765.5,11955,12000,12084.95,37,108,1295921,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,271.3,282,271.3,282,282,279,7,193,52882,
500074,"BPL LTD.",B,STK,61.47,62,59.06,62,60.63,62.1,92,10341,630618,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,271.7,271.7,262,265.95,266.15,272.3,142,1765,471375,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,22.34,24.24,22.34,23.7,23.7,22.91,386,27339,637885,
500084,"CESC LTD.",A,STK,155.75,155.75,151.4,152.25,152.25,155.5,1992,81519,12530386,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,438.7,442.3,436,438.4,439.5,440.65,1425,33790,14842972,
500086,"EXIDE INDUSTRIES LTD.",A,STK,342.5,344.5,341.1,342.3,342.3,344.35,4250,129951,44497248,
500087,"CIPLA LTD.",A,STK,1391.3,1397.9,1372.1,1391.2,1386,1397.95,6589,59049,81728323,
500089,"DIC INDIA LTD.",B,STK,468,515,468,503.65,503,467.2,344,19162,9614366,
500092,"CRISIL LTD.",A,STK,4687,4815.7,4687,4808.3,4810,4740.2,223,679,3253609,
500093,"CG Power and Industrial Soluti",A,STK,580.65,608,580.6,590.35,590.35,561.85,22363,993193,591550790,
500096,"DABUR INDIA LTD.",A,STK,506.2,517.6,506.2,512.35,511.85,514.4,1506,44426,22828474,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,278.65,278.65,274.65,275.6,275,278.6,66,1731,478661,
500101,"ARVIND LTD.",A,STK,292.65,298.8,292.65,293.95,295.25,299.6,334,48575,14351313,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,265.05,269.1,256.6,263.05,263.05,265.55,19109,1584734,416263191,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,458.45,460.15,451.6,453.9,453.9,457.8,1981,1447043,656915095,
500106,"IFCI LTD.",A,STK,61.09,63.45,59.06,62.15,62.15,60.69,40224,14113276,874078222,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",B,STK,33.14,33.56,32.75,32.97,32.97,33.66,472,80051,2659288,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,149.15,149.85,142.65,143.5,143.5,151.55,6147,682771,99593009,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,866.8,866.8,842,844.45,844.45,859.6,1481,32280,27469923,
500112,"STATE BANK OF INDIA",A,STK,1036,1043.55,1033.65,1038.2,1038.2,1042.3,11529,270858,281538070,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,149.25,150.25,147.8,149.45,149.45,149.25,3475,400561,59657664,
500114,"TITAN COMPANY LIMITED",A,STK,4180.45,4208.05,4128.6,4141.95,4138.05,4196.9,4303,19666,81896162,
500116,"IDBI BANK LTD.",A,STK,101.1,102.05,98.25,98.7,98.7,104.55,11111,1937516,193215353,
500117,"DCW LTD.",A,STK,52.5,53.18,51.7,51.89,52.05,52.47,314,50226,2619404,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,115.1,116.8,115.05,115.55,115.5,116.3,114,7037,814172,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,253.5,253.5,247.95,247.95,247.95,251.35,6,135,33701,
500123,"ELANTAS BECK INDIA LTD.",B,STK,9289.95,9289.95,8791,8810.05,8805,8786.75,84,210,1855239,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1175.55,1177.35,1165,1166.45,1166.45,1175.55,5699,185624,217218526,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,919.15,936.65,919.15,928.5,926,929.8,626,4040,3752608,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5441,5512.55,5413,5441.45,5443.85,5403.95,50,95,519748,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,76.53,79.35,76.06,77.61,77.3,76.48,1112,146034,11378956,
500133,"ESAB INDIA LTD.",A,STK,5802.5,5829,5750,5780.75,5750,5817.85,56,99,573852,
500135,"EPL LIMITED",A,STK,207.65,207.65,204.2,205.6,205.85,207.7,176,10316,2116703,
500136,"ESTER INDUSTRIES LTD.",B,STK,96.95,96.95,94,94.9,94.9,95.55,32,834,79899,
500142,"FGP LTD.",X,STK,9.68,9.69,8.65,8.94,8.94,9.06,57,4107,37816,
500143,"PH CAPITAL LTD.",XT,STK,528.5,528.5,528.5,528.5,528.5,539.25,7,740,391090,
500144,"FINOLEX CABLES LTD.",A,STK,779.95,781.2,752,756.25,756.25,779.55,1122,7976,6108352,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,5446,5446,5250,5294.25,5250,5407.05,590,3306,17578147,
500148,"UFLEX LTD.",B,STK,470.1,470.1,460.8,462.35,462.35,470,94,622,290067,
500150,"FOSECO INDIA LTD.",B,STK,4598.55,4598.55,4552.05,4562,4562,4638.05,6,10,45695,
500151,"GOLDEN TOBACCO LTD.",Z,STK,29.57,30.25,28.75,29,29,28.85,11,182,5342,
500153,"GANESH BENZOPLAST LTD.",B,STK,77.71,77.85,76,76.51,76.52,77.76,45,3114,238386,
500159,"METROGLOBAL LIMITED",X,STK,120,120,115,119,119,116,21,3436,409608,
500160,"GTL LTD.",B,STK,7.73,7.73,7.4,7.41,7.4,7.58,200,46899,353172,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,2242.75,2242.75,2185.85,2193.85,2193.85,2243,1583,17216,38054354,
500164,"GODREJ INDUSTRIES LTD.",A,STK,997.65,1014.25,995,997.45,995,1015.85,131,1290,1293104,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,227.05,234,227.05,232.7,234,231.3,321,10070,2322581,
500166,"GOODRICKE GROUP LTD.",X,STK,162,163,158.4,160.5,160.5,159.5,58,5097,822394,
500168,"GOODYEAR INDIA LTD.",B,STK,821.95,834.8,811,813.3,813.3,824,509,4740,3872848,
500170,"GTN INDUSTRIES LTD.",X,STK,20,23.35,20,20.01,20,20,39,3130,62944,
500171,"GHCL LTD.",A,STK,541.05,544.9,534,541.5,537.3,547.75,235,2568,1381555,
500173,"GFL LIMITED",B,STK,53.76,54.8,52.73,52.96,53.69,53.85,118,1425,76324,
500178,"HARIG CRANKSHAFTS LTD.",XT,STK,6.49,6.49,6.49,6.49,6.49,6.49,14,553,3588,
500179,"HCL INFOSYSTEMS LTD.",B,STK,13.01,13.43,13,13.04,13.02,13.55,165,29521,385918,
500180,"HDFC BANK LTD.",A,STK,938.3,938.75,919.45,927.6,927.6,931.15,26687,1796067,1671319403,
500182,"HERO MOTOCORP LTD.",A,STK,5619,5786.95,5590.95,5760.6,5760.6,5650.45,2244,10153,57993621,
500183,"HFCL LIMITED",A,STK,68.2,68.68,65.66,66.3,66.3,67.91,2763,959361,64088825,
500184,"Himadri Speciality Chemical Lt",A,STK,475.5,481.55,459.25,462.25,462.25,472.35,1802,49231,23009359,
500185,"HINDUSTAN CONSTRUCTION CO.LTD.",A,STK,20.47,20.65,19.76,20.08,20.08,20.68,2132,1453932,29318228,
500186,"HINDUSTAN OIL EXPLORATION CO.L",B,STK,149.35,151.05,147.8,150.35,150.45,149.35,176,6750,1008631,
500187,"AGI GREENPAC LIMITED",A,STK,666.35,667.9,655.3,659.45,660.2,670.3,145,1427,944773,
500188,"HINDUSTAN ZINC LTD.",A,STK,649.95,667.4,648.5,661.2,661.2,637.35,16202,838865,550893165,
500189,"NDL Ventures Limited",B,STK,92.3,92.8,92.13,92.15,92.8,92.79,7,106,9767,
500191,"HMT LTD.",Z,STK,46,46,44.2,45,45,46.12,28,502,22581,
500192,"PRAG BOSIMI SYNTHETICS LTD.",X,STK,1.95,1.95,1.72,1.93,1.93,1.91,19,1743,3264,
500193,"HLV LIMITED",B,STK,9.1,9.1,8.55,8.8,8.9,8.95,202,26746,235936,
